nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm2460834,Alison Barnim,,,"director,producer,production_manager","tt2168182,tt1347367"
nm2490540,Ted D'Cruz-Young,,,"director,writer","tt1210205,tt1781921"
nm2485774,Yasaku BusshÃ´ji,,,"writer,director","tt8711446,tt8714384,tt8711270,tt8711328"
nm2510655,David Haynes,,,"director,cinematographer","tt1972490,tt1972717,tt1981929,tt1982816"
nm2510874,Sophie Sartain,,,"writer,producer,director","tt4203996,tt7689924,tt2704752,tt2244856"
nm2523842,Sandrine Herman,,,"actress,writer","tt2577360,tt0181342"
nm2549828,John Summa,,,"producer,writer,director","tt1785627,tt0964541,tt1833878"
nm2586565,Andrew Carter,,,"director,producer,cinematographer","tt3036054,tt1043090,tt0984972,tt0477545"
nm2566731,Ken Goldstein,,,"composer,editor,writer","tt1867033,tt8240842,tt1869827,tt1866945"
nm2567396,John Broughton,,,"costume_department,producer,writer","tt4664096,tt4521774,tt2337762,tt2732442"
nm2587313,Haribhau Vadgaonkar,,,writer,tt0984036
nm2643106,Carla Francome,,,"producer,director","tt2211248,tt5066102,tt0810618"
nm2505230,Michael Maxxis,,,"director,producer,writer","tt6208828,tt1339614,tt3476492,tt1724960"
nm2512388,Devin Rice,1986,,"actor,writer,producer","tt4983198,tt6425856,tt6425830"
nm2513501,James W. Mitchell,,,"writer,producer",tt0816433
nm2527744,Maya Ayabe,,,"director,production_manager","tt9077186,tt6669168,tt0794302"
nm2528184,Kai Winikka,,,"writer,producer,director","tt1954306,tt1987610,tt2368903,tt2997060"
nm2570268,Shannon Balding,,,director,"tt0977623,tt0977622"
nm2599619,Rob Tobin,,,"writer,producer","tt4268226,tt3854030,tt5281058,tt1656171"
nm2673826,Laurie Taylor,1936,,writer,"tt1043090,tt1095202,tt2211248,tt3549042"
nm2687552,Scott Morris,,,"producer,writer,miscellaneous","tt1808340,tt1015246,tt1316581,tt3125676"
nm2688847,Manolis Angelakis,,,director,"tt1048576,tt1303365,tt1092300,tt4898440"
nm2690726,James Manera,,,"director,producer,writer","tt3505236,tt3433204,tt2800038,tt5656014"
nm2693757,Kristine Angela,,,"actress,miscellaneous,producer","tt2279005,tt4043388,tt1741256,tt2580920"
nm2719767,Jules Bass,,,writer,tt1067774
nm2707225,Aummaraporn Phandintong,,,"writer,miscellaneous","tt1522145,tt1208717,tt1292575,tt0484090"
nm2709126,Phillip Anderson,,,director,"tt0320653,tt0320292"
nm2745760,Jahmil X.T. Qubeka,,,"director,writer,actor","tt3726330,tt6129992,tt2736074,tt1084736"
nm2745858,Eustachy Rylski,1944,,writer,"tt0441074,tt0095072"
nm2736086,Vladimir Jedlicka,,,director,"tt3765292,tt1077345"
nm2737514,Derek Sellens,,,"miscellaneous,visual_effects,editor","tt5022560,tt2821014,tt5431944,tt1995288"
nm2776412,Rainer Bergomaz,,,"cinematographer,director,writer","tt5994836,tt1176204,tt1058042,tt1175115"
nm2488028,Renate Liebenwein,,,"director,writer","tt5147040,tt0920512"
nm2496260,Karen Kolus,,,"miscellaneous,writer,producer","tt0119185,tt0103359"
nm2501236,Luis Alberto CabezÃ³n,,,"producer,director,writer","tt3575994,tt4000452,tt3588232,tt3592012"
nm2502401,John Alan Thompson,,,"editor,editorial_department,director","tt1399250,tt6576474,tt6152058,tt0922615"
nm2539039,Guy Mansfield,,,"director,writer,producer","tt4909288,tt2272598,tt2272410,tt8685696"
nm2550893,Steve Syatt,,,"producer,writer,composer","tt2361660,tt0961748,tt1831453,tt1844795"
nm2552518,Jarno Lee Vinsencius,,,"director,cinematographer,producer","tt5868058,tt5432708,tt3259248,tt5121774"
nm2552777,Nicola Zavaglia,,,"director,writer,cinematographer","tt3646234,tt6459302,tt3646084,tt3650732"
nm2544836,Nick Everhart,,,"producer,editor,director","tt7009250,tt2425886,tt2572304,tt5971716"
nm2547420,Adolf MÃ¼ller Sr.,1801,1886,"writer,composer","tt0961065,tt0232947"
nm2553419,Nick Confalone,1981,,"writer,miscellaneous,soundtrack","tt4006010,tt1879098,tt3900614,tt1751105"
nm2553504,JÃ³zef Tischner,1931,2000,writer,"tt0128804,tt0176982,tt0441074"
nm2554469,John Ceallach,1972,,"actor,producer,writer","tt6420688,tt3199302,tt6426702,tt6465160"
nm2606340,Jan Haft,,,"director,cinematographer,writer","tt2768216,tt4895820,tt0996379,tt2266696"
nm2620500,Francisco Angones,,,"writer,producer,miscellaneous","tt5531466,tt8758596,tt2252938,tt2112209"
nm2673218,Kazuyoshi Yoshikawa,,,director,"tt2456232,tt3332400,tt0360624,tt4028828"
nm2541163,Yoshitsumi Sakemi,,,"writer,miscellaneous","tt1079985,tt0379506"
nm2543898,Dan McHale,,,"animation_department,director,composer","tt5608738,tt0104622,tt7725930,tt5127114"
nm2555036,Patrick Jerome,,,"producer,director,writer","tt1823077,tt7889632,tt7602876,tt4286762"
nm2582139,Celik Kayalar,,,"actor,producer,director","tt3346470,tt2557202,tt1137467,tt6853438"
nm2583141,Friedrich Wilhelm Riese,,,"soundtrack,writer","tt0026516,tt0036884,tt0047396,tt0481141"
nm2598041,Dacao He,,,writer,tt0989868
nm2606719,Dario Acocella,1979,,"assistant_director,director,writer","tt3278280,tt0465682,tt3727628,tt0459065"
nm2607250,Gisela Kaufmann,,,"producer,writer,director","tt3806870,tt7636292,tt7319174,tt0206501"
nm2611654,Tom Lowe,,,"director,writer,actor","tt4337864,tt1082097,tt1000151,tt1224459"
nm2627818,John Ferguson,1982,,"actor,producer,director","tt3090022,tt1385482,tt1455216,tt4893712"
nm2680249,Mihalis Pitsillidis,,,writer,"tt8743162,tt8033696,tt6493212,tt1046925"
nm2476584,Annikki Korhonen,,,"writer,miscellaneous","tt0119754,tt2215195,tt2215731"
nm2487134,Sophie Lagues,,,"director,writer,animation_department","tt0923608,tt1617015"
nm2495007,Jack Cole,,,"director,writer","tt0402452,tt0933764,tt1483402,tt4649534"
nm2496107,Ben Russell,,,"director,editor,cinematographer","tt3288544,tt4653624,tt1480298,tt1828124"
nm2500963,Shaun Parker,1969,,"actor,producer,director","tt3903852,tt5278214,tt3103360,tt3663564"
nm2501703,Andrea Jublin,1970,,"director,actor,writer","tt5487056,tt3638232,tt0922627,tt2546294"
nm2525635,Behrooz Karamizade,,,"editor,director,writer","tt3498866,tt0943299,tt6275338"
nm2519804,Ben Ib,,,"director,writer,animation_department","tt3970482,tt0937369,tt1974419,tt7001550"
nm2545368,Enrico Vattani,,,"cinematographer,writer,director","tt7032906,tt7032882,tt7032894,tt6036742"
nm2600325,Damijo Efe Young,,,"writer,director,assistant_director","tt4139382,tt9042430,tt4830578,tt8719362"
nm2602581,Sukhada Gokhale,,,"producer,writer,cinematographer","tt1964905,tt0992903,tt1966414"
nm2653751,Denise O'Hara,,,"writer,producer,director","tt8661056,tt6005632,tt6226944,tt7148866"
nm2653770,Paul Seaburn,,,"writer,miscellaneous","tt2762038,tt1030638"
nm2605349,David Gioiella,,,"editor,producer,director","tt0280059,tt1914397,tt1258201,tt1745896"
nm2657083,Agris Redovics,,,"producer,writer,miscellaneous","tt1032858,tt1158810,tt5450344,tt1032834"
nm2637096,Stavros Zervakis,,,director,"tt8041156,tt4934428,tt1111863,tt1037905"
nm2650686,Pawel Puszkin,,,"producer,director,writer","tt1029394,tt1029359,tt1029402,tt1029393"
nm2713251,Klaus Harpprecht,1927,2016,"director,writer","tt1064840,tt1204286,tt5251908,tt1290056"
nm2718661,Bozidar Milosavljevic,,,writer,tt0192921
nm2733857,Dario Kajt,,,writer,tt1073823
nm2734618,Keyana Ray,,,writer,tt0960833
nm2739241,Julia Fitzmaurice,,,"director,art_department,animation_department","tt6710836,tt4718304,tt0462538,tt1545214"
nm2739519,Andrzej Sapija,1954,,"miscellaneous,director,writer","tt1836016,tt1836073,tt0441074,tt0085916"
nm2739863,Randy Stonitsch,,,"actor,director","tt1450746,tt1216485,tt1669680"
nm2742785,Heriberto Murrieta,,,"director,writer","tt2051076,tt0487337,tt7670958,tt7557076"
nm2780474,Jon Barinholtz,,,"actor,writer","tt2096672,tt3067038"
nm2644509,Darren Denison,,,"producer,director,writer","tt2582222,tt2580600,tt0162222,tt5336708"
nm2631929,Mazi Khalighi,,,"director,writer,producer","tt1734563,tt4717582,tt1592281,tt3620888"
nm2632771,Alberto Delgado,,,writer,tt0256510
nm2631523,Sachie Yamaguchi,,,"writer,art_department,editorial_department","tt0844657,tt2057895,tt0441522"
nm2652734,Michelle McCree,,,"producer,production_manager,miscellaneous","tt0103352,tt4849564,tt0823228,tt1327968"
nm2653304,Corey Behnke,,,"producer,director,miscellaneous","tt3266052,tt3254460,tt2525344,tt3254728"
nm2653559,Mark Casey,,,"director,editor,producer",tt1028665
nm2659720,Zona Marie Tan,1979,,"writer,producer,miscellaneous","tt1029388,tt0185406,tt1398408"
nm2660723,Bryan Baca,,,"director,writer,editor","tt2997068,tt1322934,tt1899275,tt3688642"
nm2671390,Alamgir,1950,,"actor,writer,director","tt5443450,tt5284164,tt5615654,tt5880798"
nm2671965,Khalik Allah,,,"director,cinematographer,producer","tt8099132,tt4686132,tt1720197,tt1481571"
nm2700586,Mike Rollo,,,"director,cinematographer,editor","tt4294212,tt1741662,tt1255870,tt4294122"
nm2716352,Derek Young,1984,,"actor,producer,writer","tt1841741,tt4093966,tt2677336,tt1445641"
nm2695896,Adam DaSilva,,,"miscellaneous,writer,producer","tt0770521,tt1598754,tt0285331,tt1582459"
nm2695960,Barry Gribble,,,"writer,director,producer","tt1270470,tt3733520,tt2035442,tt1442046"
nm2696303,Danilo Arroyo,,,"director,writer,producer","tt5343204,tt5340390,tt1054573,tt5260850"
nm2728517,Tyler Hickman,,,"editor,director,writer","tt9281758,tt1707344,tt1794989,tt2717822"
nm2728675,Flora Thompson,1876,1947,writer,tt1077744
nm2732635,Tomasz Drozdowicz,1963,,"director,writer,editor","tt0441074,tt1077243"
nm2722628,G. Assariotakis,,,"director,writer",tt1071334
nm2748905,Izhar Harlev,,,"writer,editorial_department","tt2860176,tt4354042,tt1494810,tt7181728"
nm2763611,Raven Krogstad,,,"actress,producer,director","tt6477780,tt2333842,tt4062680,tt5180054"
nm2816415,Jane Eames,,,"director,producer",tt1043090
nm2804599,Corrado Ceron,,,"camera_department,director,actor","tt1821462,tt2246701,tt2040401,tt4448278"
nm2570961,Edward Hagedorn,,,writer,tt0378015
nm2571222,Alexander Savin,,,"director,writer,cinematographer","tt0974587,tt1285142"
nm2565598,Tony Grillo,1966,,"animation_department,producer,writer","tt1876257,tt2254695,tt0400231,tt4354958"
nm2583024,Malgorzata Bogajewska,,,"director,assistant_director",tt0940751
nm2583440,Hannah Eastwood,,,"miscellaneous,producer,director","tt1043090,tt8074474,tt0462219,tt5335176"
nm2606624,Michel Pillyser,,,"animation_department,director,art_department","tt0996250,tt1178518,tt0212676,tt4134664"
nm2608271,Micah Knapp,,,"producer,director,assistant_director","tt0103520,tt8425780,tt6837832,tt6550330"
nm2603099,Sinisa Bajt,,,director,"tt0997027,tt2832894"
nm2639804,Eli Martinez,,,"camera_department,producer,writer","tt1326870,tt4177054,tt1271987,tt1578783"
nm2665984,Branko Ruzic,,,writer,"tt2471934,tt0452713,tt3986436,tt2236630"
nm2666787,Zahos Samoladas,1967,,"director,producer,writer","tt1928201,tt1041836,tt1045654,tt1045629"
nm2694119,Wladymir MÃ¼ller,,,"director,writer",tt1054050
nm2694205,Billy Linker,,,"producer,director","tt4644410,tt6652924,tt7169490"
nm2684177,Diana Milena,,,"director,writer,producer","tt1291642,tt1059804,tt2641296,tt5463348"
nm2685950,Henning KÃ¶hn,,,"writer,miscellaneous","tt0178142,tt0144050,tt0833574,tt3833900"
nm2686679,Spyros Papanastasiou,,,"writer,director,actor","tt0288663,tt1573206,tt1745780,tt2349860"
nm2698764,Michael Patterson,,,"director,animation_department,visual_effects","tt4645418,tt7255550,tt6696468,tt6666582"
nm2779196,Christina Mitropoulou,,,"actress,writer,producer","tt3379496,tt3264772,tt1000779,tt1727021"
nm2767459,Marcus Bleecker,,,"director,writer,camera_department","tt7713278,tt2475342,tt1141258,tt0419168"
nm2756547,Michael Dohrmann,,,"producer,editor,director","tt1090648,tt1631365,tt2942464,tt7288830"
nm2753439,Zach Lyons,,,"production_manager,miscellaneous,director","tt2668170,tt2244824,tt2244852,tt1366414"
nm2753966,Matt Drury,,,"director,producer,cinematographer","tt8539482,tt0199257,tt1043090,tt1093875"
nm2754371,Tyler Cole,,,"actor,director,producer","tt5267388,tt1424701,tt7607664,tt7411386"
nm2758423,Ilana Cohn,,,"actress,writer,producer","tt5114320,tt1701990,tt7603738,tt0121955"
nm2768555,Nofuro Koyama,,,writer,tt1092436
nm2771475,Mauricio Guidote,,,director,tt0777893
nm2586013,Raju Phulkar,,,"director,writer,art_director","tt0984036,tt7175900"
nm2568011,Sunita Deshpande,,,"actress,writer,producer","tt7435052,tt3322312,tt5135744,tt2298361"
nm2587319,Jacinth O'Donnell,,,"director,writer,producer","tt1058042,tt0206501,tt1127847"
nm2587637,Ryoichi Uchikoshi,,,"producer,director,miscellaneous","tt1309395,tt2057895"
nm2632710,Brett Erlich,,,"writer,producer,actor","tt1087821,tt3170940,tt1948500,tt8439658"
nm2632777,Brian A. Williams,,,"writer,producer,miscellaneous","tt0099554,tt0100414,tt0365443"
nm2621810,Donato Carrisi,1973,,"writer,director","tt1866379,tt6892400,tt1010032,tt1134965"
nm2629339,Shane Slattery-Quintanilla,,,"writer,producer,sound_department","tt3263548,tt0795174,tt1014761"
nm2644678,Olivia Pipis,,,writer,tt2582222
nm2652540,Arash Farsi,,,"producer,director","tt9134494,tt4082262,tt9131648,tt1028665"
nm2669562,Bob Langford,,,"producer,writer,director","tt6657854,tt1042298,tt1042296,tt1042297"
nm2663528,Jan Kott,1914,2001,"writer,miscellaneous",tt1031566
nm2671315,Anastasia Bartzoulianou,,,"miscellaneous,writer","tt1514051,tt1041836,tt7406486,tt3457014"
nm2699079,Katharine Collins,,,"director,writer,producer","tt4299628,tt3346976,tt7533600,tt1058522"
nm2716044,Nebojsa Vukobradovic,,,"miscellaneous,editorial_department,camera_department","tt1210103,tt1064810,tt1401186,tt1072441"
nm2716910,Michael David Murphy,,,"director,producer,editor","tt1071282,tt1071281,tt1071285,tt1073168"
nm2748803,Nikolaos Tourountous,,,"writer,miscellaneous","tt1085620,tt1555877"
nm2817122,Federico Gama,,,"director,writer,editor","tt1619827,tt1342421,tt1132479,tt1669600"
nm2829100,Miron Ashkenazy,,,"producer,director,writer","tt5748434,tt7113168,tt5686590,tt8060378"
nm2829241,Tony Yacenda,,,"director,producer,writer","tt2298152,tt6877772,tt2298166,tt1189340"
nm2809844,Max Adams,,,"writer,camera_department,director","tt3276924,tt5541338,tt0979432,tt5033804"
nm2721271,Jos Humphrey,,,"animation_department,director,art_department","tt4131800,tt1761811,tt0262147,tt2139371"
nm2721922,Oriol Jara,,,"writer,director","tt0764959,tt7331108,tt7305962,tt1288419"
nm2722185,Nhlanhla Masondo,,,writer,tt1071841
nm2707805,Carl W. Lucas,,,"miscellaneous,producer,writer","tt6688354,tt1572306,tt4354756,tt6910380"
nm2708170,Dewayne Darian Jones,,,"writer,miscellaneous,producer","tt1946177,tt3560094,tt0790820,tt2071645"
nm2709462,Sadia Shepard,,,"producer,director,cinematographer","tt6362558,tt2712798,tt1620802,tt1331025"
nm2735321,Paul Cama,,,"writer,miscellaneous","tt1066310,tt0117553"
nm2776753,Piotr Tomaszuk,,,"director,writer","tt0441074,tt1104143"
nm2802539,Paul Briganti,,,"director,writer,producer","tt2242053,tt4535616,tt5047458,tt1710915"
nm2806834,Sean B. Carroll,,,"producer,writer,miscellaneous","tt5734702,tt6223974,tt5932766,tt5728644"
nm2835452,Agnieszka Smoczynska,1978,,"director,writer,assistant_director","tt7051048,tt5278832,tt2610194,tt1140852"
nm2836404,Ma-an Asuncion,,,"producer,writer,cinematographer","tt1318814,tt2431988,tt1733159,tt0975681"
nm2836624,Maury Shessel,,,"editor,director,writer","tt3623256,tt3599940,tt3703788,tt3331020"
nm2836660,Dennis Alink,1989,,"director,writer,cinematographer","tt1956566,tt1744878,tt3031520,tt2731818"
nm2867936,Christoph MÃ¼ller,,,"director,writer,editor","tt2577370,tt3654088,tt2212654,tt1314726"
nm2870317,Christina Pontecorvo,,,"writer,producer,director","tt3685562,tt2431002,tt1157550"
nm2700635,Ron James,,,"producer,director,camera_department","tt7996678,tt2355920,tt1720079,tt4762684"
nm2700881,Sally Brindle,,,"producer,director,editor","tt1145490,tt1611843,tt5194802,tt1043090"
nm2716769,John Doolan,1984,,"writer,assistant_director,miscellaneous","tt7535290,tt4298966,tt1251368,tt1870527"
nm2570774,Michael Frierson,,,"producer,director,writer","tt1391675,tt1556600,tt0094416,tt2060507"
nm2591926,Todd Casey,1981,,"producer,writer,miscellaneous","tt2252938,tt0418279,tt2455546,tt3850590"
nm2593868,Sarah Koteles,,,"director,writer,assistant_director","tt2455864,tt3254640,tt7281942,tt3095840"
nm2594759,Ying Liu,,,writer,tt0989868
nm2623892,Dave Bloustien,,,"writer,actor","tt0292407,tt0127998,tt2286947,tt1007713"
nm2614773,Jared Fryer,,,"art_department,camera_department,director","tt2081348,tt2860178,tt2505878,tt1921070"
nm2616091,Jason Goldwatch,,,"director,editor","tt3240832,tt1000724,tt1642026,tt1647676"
nm2617165,Bob Grosvenor,,,"director,producer",tt1002579
nm2633964,Huanzhang Zhao,,,director,"tt7937674,tt2017049,tt6889920,tt2023592"
nm2648376,Osamu Harada,,,"writer,miscellaneous","tt0279840,tt1079985,tt0262451"
nm2648627,Howard Petersen,,,"director,writer,producer","tt0949547,tt2097318,tt2063783,tt2044828"
nm2693359,Chidi Chijioke,,,"producer,writer,production_manager","tt1690212,tt1657336,tt1690211,tt1725981"
nm2688527,Dermot Canterbury,,,"director,producer,writer","tt1200247,tt4291992,tt3041564,tt3040336"
nm2688660,Masaki Fukasawa,,,writer,"tt1851085,tt2615492,tt5842572,tt5426000"
nm2690401,Oliver Goetzl,,,"director,camera_department,writer","tt1840877,tt7998238,tt1442188,tt1779471"
nm2720892,Byron Bowers,,,"actor,writer","tt2149302,tt1566491,tt2272367,tt3042900"
nm2709019,Rodrigo Bittencourt,,,"editor,director,writer","tt1064968,tt5797820,tt2066141,tt1932699"
nm2735979,Oleg Churkin,,,"director,animation_department","tt4876566,tt9271618,tt2258967,tt4873340"
nm2807533,Jim Keller,,,"writer,producer,music_department","tt2630862,tt3568950,tt1124333,tt1493107"
nm2797005,Kelly Bowe,,,writer,"tt1666802,tt1067774,tt1034320,tt0995858"
nm2822142,Lucy Meadows,,,"producer,director,miscellaneous","tt0318912,tt1135019,tt1058042,tt4388958"
nm2822207,Sven Soukup,,,"camera_department,actor,assistant_director","tt3107288,tt2193021,tt1974237,tt2261227"
nm2836135,Krystian Lupa,,,"director,writer,production_designer","tt0441074,tt0441933,tt1679437,tt4711266"
nm2837772,Anthony Geathers,,,"producer,director,writer","tt7817452,tt0433295,tt1378170,tt2811864"
nm2841757,Peter Cheeseman,1932,2010,"producer,miscellaneous,director","tt0161126,tt7672018,tt0297621,tt0259806"
nm2678832,Cezil Reed,,,"director,producer,writer","tt2459028,tt5971356,tt3859050,tt8192134"
nm2682776,Stephan DÃ¼fel,,,"director,writer","tt2710352,tt4547988,tt4196086,tt5587056"
nm2725830,KundÃ´ Koyama,1964,,"writer,producer","tt1828580,tt1069238,tt1703076,tt1436464"
nm2726525,Jared Gilstrap,,,"writer,producer,actor","tt1229875,tt1069217,tt6615404,tt9062214"
nm2740316,Jon Morgan Woodward,1955,,"actor,producer,writer","tt2404299,tt1199557,tt2699394,tt1381413"
nm2758991,Melissa Marlette,,,"miscellaneous,writer,director","tt1219289,tt1568338,tt1385826,tt1670345"
nm2759321,Andrey Hadjivasilev,,,"director,producer,writer","tt4269738,tt1431693,tt1094197,tt7277430"
nm2759536,David Newbigging,,,"director,visual_effects,editor","tt1095468,tt1996401,tt2723334,tt1211878"
nm2760731,Kiki Lambden,,,"producer,director,actress","tt1362381,tt2427764,tt4743688,tt6812462"
nm2792677,Ryan Lowe,,,"miscellaneous,director,writer","tt1112677,tt1683459,tt1454507,tt1638354"
nm2793943,Mariusz Bielinski,1968,,"writer,director,actor","tt1111729,tt1096980,tt6761458,tt0441074"
nm2788321,Giorgos Belesiotis,,,"cinematographer,editor,director","tt1196242,tt1175185,tt1215076,tt1205464"
nm2788581,Jonathan Dann,,,"producer,director","tt5298726,tt2759626,tt1981693,tt4303548"
nm2824438,Brendan Fitzgerald,,,"writer,editor,producer","tt0795174,tt0419294,tt1014761"
nm2824967,Roland Huber,,,director,"tt2346726,tt1133484"
nm2819625,Tero Vuorinen,,,"director,writer,cinematographer","tt7228866,tt7228986,tt4451610,tt7690756"
